address_line_1,address_line_2,city,compliance_status,contract_decision,contribution_amount,contribution_date,cumulative_total,dataset_source,employer,exceeds_cumulative_limit,exceeds_single_limit,first_name,full_name,id,kyc_passed,kyc_status,last_name,occupation,phone,state,unique_id,wallet,zip
,,,,REJECTED: KYC Failed,1425.87,,1425.87,validation,,NO,NO,,Katherine Medina,,NO_RECORD,,,,,,UULAEUSF,0xf9ffe8604491a3bbdbbcd10ef5c1bb27ca066401,
,,,,REJECTED: KYC Failed,1394.56,,1394.56,validation,,NO,NO,,Debra Alvarez,,NO_RECORD,,,,,,9T7ZT14E,0xcfc1fa19b3e0c3cac56d1bc975212aa5725b732b,
,,,,REJECTED: KYC Failed,1388.81,,1388.81,validation,,NO,NO,,Jordan Tran,,NO_RECORD,,,,,,V4IHMZWN,0xdce29b140ea98c1288fc73758b4b6789121e89ed,
,,,,REJECTED: KYC Failed,1355.48,,1355.48,validation,,NO,NO,,Michelle Hayes,,NO_RECORD,,,,,,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,
,,,,REJECTED: KYC Failed,1345.48,,1345.48,validation,,NO,NO,,Emily Sanchez,,NO_RECORD,,,,,,Y98W4QG0,0x8ad1100b8fc3cf674adab8369d29dd583d37f6af,
,,,,REJECTED: KYC Failed,1288.96,,1288.96,validation,,NO,NO,,Peter Cruz,,NO_RECORD,,,,,,ID074SG0,0x87784d374dc663aa06c86e68be590d190a01a94b,
,,,,REJECTED: KYC Failed,1273.05,,1273.05,validation,,NO,NO,,Sara Sanders,,NO_RECORD,,,,,,R6OLX2YW,0x4f182d7fca5d5db5a0b5179ff4b5e8afed6d6a04,
,,,,REJECTED: KYC Failed,1246.7,,1246.7,validation,,NO,NO,,Jacqueline Vasquez,,NO_RECORD,,,,,,8E8S8O5B,0x759e3024366f02ceef107a3a5836c10100349918,
,,,,REJECTED: KYC Failed,1219.09,,1219.09,validation,,NO,NO,,David Gray,,NO_RECORD,,,,,,060BKHPG,0x22c2d0b5f6a28ab00af5804b0ad8866f6a1af515,
,,,,REJECTED: KYC Failed,1218.75,,1218.75,validation,,NO,NO,,Dennis Chen,,NO_RECORD,,,,,,2PQUL5JZ,0x6017210e5d9d04bd0bee39ebbb4a25a7f9e4c0dd,
,,,,REJECTED: KYC Failed,1144.44,,1144.44,validation,,NO,NO,,Brandon Kim,,NO_RECORD,,,,,,Y0A4GCHY,0x8deb771df348a346e9665651642b84e7612a8cfa,
,,,,REJECTED: KYC Failed,1116.27,,1116.27,validation,,NO,NO,,George Hayes,,NO_RECORD,,,,,,ETQ4A0MC,0x3ad706f1fb16f02d574548d6ece4cdc7c4b71c7d,
,,,,REJECTED: KYC Failed,1108.07,,1108.07,validation,,NO,NO,,Carolyn Williams,,NO_RECORD,,,,,,2TJUI40V,0xc314a1b0300b7bb183fa4fa72327b992d7b4c803,
,,,,REJECTED: KYC Failed,1097.92,,1891.54,validation,,NO,NO,,Emma Collins,,NO_RECORD,,,,,,XW302M2V,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,
,,,,REJECTED: KYC Failed,1031.61,,1031.61,validation,,NO,NO,,Steven Simmons,,NO_RECORD,,,,,,8XQ3USL9,0xf4b45c2c886e754735d3a925c01b646749f44422,
,,,,REJECTED: KYC Failed,1015.57,,1015.57,validation,,NO,NO,,Carol Ellis,,NO_RECORD,,,,,,RJ77OYU1,0x577785223d3bee101e0068ec4e2606dbdfb3dac4,
,,,,REJECTED: KYC Failed,1013.26,,1849.8600000000001,validation,,NO,NO,,Jacqueline Ruiz,,NO_RECORD,,,,,,5W2GH215,0xa6f73db471dfbf4fcdbc146bca6f57b4e4a21f36,
,,,,REJECTED: KYC Failed,1012.92,,1833.48,validation,,NO,NO,,John Marshall,,NO_RECORD,,,,,,D4KMZPDR,0x4e2610b1417a9e4a332dfd2f7c9cd7a71e09cdac,
,,,,REJECTED: KYC Failed,1004.48,,1004.48,validation,,NO,NO,,Andrea Gibson,,NO_RECORD,,,,,,QZJ4A5RX,0x6488c9349a0ac14172e8cc8672b8c5373d79ebf4,
,,,,REJECTED: KYC Failed,993.85,,2821.8,validation,,NO,NO,,Charlotte Aguilar,,NO_RECORD,,,,,,U22P0A4G,0x31eda11686c47c6ce67f545f67623e233a295489,
,,,,REJECTED: KYC Failed,985.95,,3299,validation,,NO,NO,,Anthony Patel,,NO_RECORD,,,,,,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,
,,,,REJECTED: KYC Failed,977.17,,977.17,validation,,NO,NO,,Rebecca Morgan,,NO_RECORD,,,,,,RGBZX2ZV,0x338e51a7036a2d062c4348f191c49423131b8e19,
,,,,REJECTED: KYC Failed,956.92,,2682.15,validation,,NO,NO,,George Hayes,,NO_RECORD,,,,,,ETQ4A0MC,0x3ad706f1fb16f02d574548d6ece4cdc7c4b71c7d,
,,,,REJECTED: KYC Failed,938.2,,938.2,validation,,NO,NO,,Walter Harrison,,NO_RECORD,,,,,,4376J1GV,0x318effcab4ce638cece0d59287d60367a79f3b22,
,,,,REJECTED: KYC Failed,925.77,,1930.25,validation,,NO,NO,,Andrea Gibson,,NO_RECORD,,,,,,QZJ4A5RX,0x6488c9349a0ac14172e8cc8672b8c5373d79ebf4,
,,,,REJECTED: KYC Failed,914.5,,914.5,validation,,NO,NO,,Benjamin Miller,,NO_RECORD,,,,,,BN9ZJEK0,0x84f9d70c91b2f60c448b97c20fb50065ed7f4cc2,
,,,,REJECTED: KYC Failed,911.19,,911.19,validation,,NO,NO,,Nathan Jones,,NO_RECORD,,,,,,EGCUQSJ6,0xe35eb7275294e6c56afcb2ce3631fd87ed16f91e,
,,,,REJECTED: KYC Failed,898.94,,2852.63,validation,,NO,NO,,Andrea Watson,,NO_RECORD,,,,,,KQIIPUPB,0x83a0b9fc0683f66235f5a10affb7d1d7be65ba5a,
,,,,REJECTED: KYC Failed,896.38,,1079.6,validation,,NO,NO,,Zachary Simmons,,NO_RECORD,,,,,,8H68I9A7,0x8774d1c6bbf3c427725fd2b990f169f3792581ec,
,,,,REJECTED: KYC Failed,894.92,,894.92,validation,,NO,NO,,Jose Rivera,,NO_RECORD,,,,,,CNPVNIFW,0x7edb2abea6c22946711c2ae65ebbe4f88d419de7,
,,,,REJECTED: KYC Failed,865.48,,865.48,validation,,NO,NO,,Laura Alvarez,,NO_RECORD,,,,,,AE6STQMB,0xf0db28b02e0aefc44f0c8f440689b2e8b2aab742,
,,,,REJECTED: KYC Failed,859.96,,859.96,validation,,NO,NO,,Jennifer Williams,,NO_RECORD,,,,,,8KAP8OKK,0x947d80c2e24bddd798547911375235b11956d6e8,
,,,,REJECTED: KYC Failed,854.11,,2313.05,validation,,NO,NO,,Anthony Patel,,NO_RECORD,,,,,,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,
,,,,REJECTED: KYC Failed,845.27,,845.27,validation,,NO,NO,,Jennifer Mendoza,,NO_RECORD,,,,,,AMNKHZ1B,0x3db59b0ecfdccda46e37fca7df83f9f66f45f2c1,
,,,,REJECTED: KYC Failed,838.63,,880.89,validation,,NO,NO,,Jessica Martin,,NO_RECORD,,,,,,9AFFUUV5,0x05799cd6cebb2440a422ca35fc5ea0b9fbbd925a,
,,,,REJECTED: KYC Failed,836.6,,836.6,validation,,NO,NO,,Jacqueline Ruiz,,NO_RECORD,,,,,,5W2GH215,0xa6f73db471dfbf4fcdbc146bca6f57b4e4a21f36,
,,,,REJECTED: KYC Failed,830.93,,830.93,validation,,NO,NO,,Douglas Peterson,,NO_RECORD,,,,,,TE036S5O,0x98c9e31d5cefdb7491465fa1ea6140a6eaa89f26,
,,,,REJECTED: KYC Failed,820.56,,820.56,validation,,NO,NO,,John Marshall,,NO_RECORD,,,,,,D4KMZPDR,0x4e2610b1417a9e4a332dfd2f7c9cd7a71e09cdac,
,,,,REJECTED: KYC Failed,815.99,,815.99,validation,,NO,NO,,Rebecca Jordan,,NO_RECORD,,,,,,89CMLQ63,0x4a34c7bdb12ba3930b4f2801cb5b0c93af56b537,
,,,,REJECTED: KYC Failed,815.64,,815.64,validation,,NO,NO,,Anna Romero,,NO_RECORD,,,,,,GHV6TMP2,0x5832e71d9dcb0825c177aaced9ba15a3635b698c,
,,,,REJECTED: KYC Failed,811.15,,811.15,validation,,NO,NO,,Heather Watson,,NO_RECORD,,,,,,LT5YGESQ,0x0ef0a3cf41099ff0370fec537266e33bb193ffcf,
,,,,REJECTED: KYC Failed,793.62,,793.62,validation,,NO,NO,,Emma Collins,,NO_RECORD,,,,,,XW302M2V,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,
,,,,REJECTED: KYC Failed,789.78,,1934.22,validation,,NO,NO,,Brandon Kim,,NO_RECORD,,,,,,Y0A4GCHY,0x8deb771df348a346e9665651642b84e7612a8cfa,
,,,,REJECTED: KYC Failed,785.86,,1132.41,validation,,NO,NO,,Kevin Marshall,,NO_RECORD,,,,,,GR57OCIL,0xaf6893930cf70d8e426d0974d7b6532cd5d29636,
,,,,REJECTED: KYC Failed,767.81,,2696.09,validation,,NO,NO,,Alexander Nguyen,,NO_RECORD,,,,,,5IHZRG4O,0x253388843aa51c720f6787dc35a3f541047a46a9,
,,,,REJECTED: KYC Failed,764.13,,764.13,validation,,NO,NO,,Stephen Ward,,NO_RECORD,,,,,,M22SMOJS,0x813389e2380a9b638316362b070c19bca9955689,
,,,,REJECTED: KYC Failed,747,,1341.96,validation,,NO,NO,,Dennis Kennedy,,NO_RECORD,,,,,,VPRPDFRK,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,
,,,,REJECTED: KYC Failed,717.55,,1772.93,validation,,NO,NO,,Charlotte Kelly,,NO_RECORD,,,,,,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,
,,,,REJECTED: KYC Failed,707.31,,2509.24,validation,,NO,NO,,Sara Anderson,,NO_RECORD,,,,,,BXCCT17O,0x23b85badc811ea5160612fee46fe033bcc842d54,
,,,,REJECTED: KYC Failed,705.55,,705.55,validation,,NO,NO,,Mary Griffin,,NO_RECORD,,,,,,1VTXHOVE,0x5d80f366d3e403f877023b8fef5b8db4421aa091,
,,,,REJECTED: KYC Failed,703.3,,703.3,validation,,NO,NO,,Deborah Nguyen,,NO_RECORD,,,,,,SJTVFVB0,0x1faa993bad304b35f13dcee234392df2f3b90617,
,,,,REJECTED: KYC Failed,694.9,,694.9,validation,,NO,NO,,Mark Gray,,NO_RECORD,,,,,,6OFTWGZ6,0x1bc03a152f48c8cdd240a373b79fa1fd6d46b0f5,
,,,,REJECTED: KYC Failed,680.57,,1001.3700000000001,validation,,NO,NO,,Aaron Foster,,NO_RECORD,,,,,,NPUEXHGC,0x062be612223a13602911e0c645268933d7c2afad,
,,,,REJECTED: KYC Failed,639.1,,889.24,validation,,NO,NO,,Eugene Nelson,,NO_RECORD,,,,,,YDJM4G6H,0x718113be3ad96f60385ff9344640c73e25d25765,
,,,,REJECTED: KYC Failed,630.77,,630.77,validation,,NO,NO,,Kevin Jackson,,NO_RECORD,,,,,,ZF5RXT8R,0x4370343fee9ccbba3333a74348800b5e05ebe661,
,,,,REJECTED: KYC Failed,626.8,,881.9399999999999,validation,,NO,NO,,Kyle Rivera,,NO_RECORD,,,,,,C3Z2QOV8,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,
,,,,REJECTED: KYC Failed,626.71,,1055.38,validation,,NO,NO,,Charlotte Kelly,,NO_RECORD,,,,,,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,
,,,,REJECTED: KYC Failed,613.34,,613.34,validation,,NO,NO,,Heather Gonzalez,,NO_RECORD,,,,,,ES2FK5CG,0xf4b66f6222fa72269483a2db98ccc67ba33e2488,
,,,,REJECTED: KYC Failed,608.96,,1725.23,validation,,NO,NO,,George Hayes,,NO_RECORD,,,,,,ETQ4A0MC,0x3ad706f1fb16f02d574548d6ece4cdc7c4b71c7d,
,,,,REJECTED: KYC Failed,604.32,,1034.8700000000001,validation,,NO,NO,,Charlotte Chen,,NO_RECORD,,,,,,BIKJ52AQ,0x0f35d7146c2e374b0937ce698d42bb632c70ed81,
,,,,REJECTED: KYC Failed,594.96,,594.96,validation,,NO,NO,,Dennis Kennedy,,NO_RECORD,,,,,,VPRPDFRK,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,
,,,,REJECTED: KYC Failed,592.48,,592.48,validation,,NO,NO,,Jessica Hernandez,,NO_RECORD,,,,,,HOMDYJ6X,0x4fe076c393985d328c46384018b77ec09fadb831,
,,,,REJECTED: KYC Failed,589.23,,589.23,validation,,NO,NO,,Helen Baker,,NO_RECORD,,,,,,EOP0RWRO,0xf0a6904f179b5cccd9abb57ce3890745e1bb6cf2,
,,,,REJECTED: KYC Failed,587.14,,2480.99,validation,,NO,NO,,Michelle Hayes,,NO_RECORD,,,,,,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,
,,,,REJECTED: KYC Failed,579.38,,579.38,validation,,NO,NO,,Christopher McDonald,,NO_RECORD,,,,,,0ZSA683Z,0x62ce8019d99f1200de3aeac4442318d5f0b43a95,
,,,,REJECTED: KYC Failed,575.65,,575.65,validation,,NO,NO,,Tyler Adams,,NO_RECORD,,,,,,WTKHNAZW,0xe23ce54ff4ff2439fdde6fbc43f32cf76277bbf3,
,,,,REJECTED: KYC Failed,540.06,,540.06,validation,,NO,NO,,Charlotte Wells,,NO_RECORD,,,,,,9JPPXXZE,0x5cde675d9ed83380ca00a447ab984db9c0d3981a,
,,,,REJECTED: KYC Failed,538.37,,1893.85,validation,,NO,NO,,Michelle Hayes,,NO_RECORD,,,,,,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,
,,,,REJECTED: KYC Failed,533.04,,533.04,validation,,NO,NO,,Joshua Stewart,,NO_RECORD,,,,,,ZE770A29,0x6d6de9a618f8838c8eb7581594cfa3bcca2caf83,
,,,,REJECTED: KYC Failed,518.18,,1334.17,validation,,NO,NO,,Rebecca Jordan,,NO_RECORD,,,,,,89CMLQ63,0x4a34c7bdb12ba3930b4f2801cb5b0c93af56b537,
,,,,REJECTED: KYC Failed,507.67,,507.67,validation,,NO,NO,,Sara Vasquez,,NO_RECORD,,,,,,KMN9ELGG,0xc6e6bd0e707daa49a2b682a80d8a57e607c9e38e,
,,,,REJECTED: KYC Failed,489.5,,1354.98,validation,,NO,NO,,Laura Alvarez,,NO_RECORD,,,,,,AE6STQMB,0xf0db28b02e0aefc44f0c8f440689b2e8b2aab742,
,,,,REJECTED: KYC Failed,464.8,,464.8,validation,,NO,NO,,Ashley Gutierrez,,NO_RECORD,,,,,,SKTN9UM4,0x5479e4c84180af2d1c1ea285377cd6a0834567e2,
,,,,REJECTED: KYC Failed,460,,1319.96,validation,,NO,NO,,Jennifer Williams,,NO_RECORD,,,,,,8KAP8OKK,0x947d80c2e24bddd798547911375235b11956d6e8,
,,,,REJECTED: KYC Failed,445.01,,445.01,validation,,NO,NO,,Zachary Medina,,NO_RECORD,,,,,,OHFLU3OH,0x1e76a2f53f0432153de523b6f533dbcb89014a66,
,,,,REJECTED: KYC Failed,436.81,,1349.97,validation,,NO,NO,,Stephen Ward,,NO_RECORD,,,,,,M22SMOJS,0x813389e2380a9b638316362b070c19bca9955689,
,,,,REJECTED: KYC Failed,430.55,,430.55,validation,,NO,NO,,Charlotte Chen,,NO_RECORD,,,,,,BIKJ52AQ,0x0f35d7146c2e374b0937ce698d42bb632c70ed81,
,,,,REJECTED: KYC Failed,428.67,,428.67,validation,,NO,NO,,Charlotte Kelly,,NO_RECORD,,,,,,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,
,,,,REJECTED: KYC Failed,377.72,,957.1,validation,,NO,NO,,Christopher McDonald,,NO_RECORD,,,,,,0ZSA683Z,0x62ce8019d99f1200de3aeac4442318d5f0b43a95,
,,,,REJECTED: KYC Failed,352.64,,2011.2800000000002,validation,,NO,NO,,Jack Hayes,,NO_RECORD,,,,,,AP4SH8KJ,0x4f7cbe911f229af59b59933f29d47d3294e1f910,
,,,,REJECTED: KYC Failed,346.55,,346.55,validation,,NO,NO,,Kevin Marshall,,NO_RECORD,,,,,,GR57OCIL,0xaf6893930cf70d8e426d0974d7b6532cd5d29636,
,,,,REJECTED: KYC Failed,327.77,,327.77,validation,,NO,NO,,Madison Hughes,,NO_RECORD,,,,,,VS0R6KCH,0x08a91a373f93252ed01e9aeeb76adf3fff5f09b3,
,,,,REJECTED: KYC Failed,327.56,,327.56,validation,,NO,NO,,Gerald Bailey,,NO_RECORD,,,,,,FZY1OK53,0x4dcbbb517db46434d86ab320d7f33c5b7b24c8e9,
,,,,REJECTED: KYC Failed,320.8,,320.8,validation,,NO,NO,,Aaron Foster,,NO_RECORD,,,,,,NPUEXHGC,0x062be612223a13602911e0c645268933d7c2afad,
,,,,REJECTED: KYC Failed,302.15,,1337.02,validation,,NO,NO,,Charlotte Chen,,NO_RECORD,,,,,,BIKJ52AQ,0x0f35d7146c2e374b0937ce698d42bb632c70ed81,
,,,,REJECTED: KYC Failed,291.28,,1717.1499999999999,validation,,NO,NO,,Katherine Medina,,NO_RECORD,,,,,,UULAEUSF,0xf9ffe8604491a3bbdbbcd10ef5c1bb27ca066401,
,,,,REJECTED: KYC Failed,273.43,,273.43,validation,,NO,NO,,Victoria Johnson,,NO_RECORD,,,,,,FDMKQED8,0xa0e522d400abacda16bc0f23af0ea42ec991324e,
,,,,REJECTED: KYC Failed,255.14,,255.14,validation,,NO,NO,,Kyle Rivera,,NO_RECORD,,,,,,C3Z2QOV8,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,
,,,,REJECTED: KYC Failed,250.14,,250.14,validation,,NO,NO,,Eugene Nelson,,NO_RECORD,,,,,,YDJM4G6H,0x718113be3ad96f60385ff9344640c73e25d25765,
,,,,REJECTED: KYC Failed,242.39,,242.39,validation,,NO,NO,,Dennis Lee,,NO_RECORD,,,,,,ZDLSNM46,0xd3dedbb4a6bce1644f25ba9ceb57e31d515376c1,
,,,,REJECTED: KYC Failed,238.57,,1120.51,validation,,NO,NO,,Kyle Rivera,,NO_RECORD,,,,,,C3Z2QOV8,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,
,,,,REJECTED: KYC Failed,230.37,,230.37,validation,,NO,NO,,Kenneth Woods,,NO_RECORD,,,,,,N7YMXCEN,0x576b1cec6392e4828d9265580b0f4386f5da9a38,
,,,,REJECTED: KYC Failed,192.5,,1079.95,validation,,NO,NO,,Jennifer Mendoza,,NO_RECORD,,,,,,AMNKHZ1B,0x3db59b0ecfdccda46e37fca7df83f9f66f45f2c1,
,,,,REJECTED: KYC Failed,183.22,,183.22,validation,,NO,NO,,Zachary Simmons,,NO_RECORD,,,,,,8H68I9A7,0x8774d1c6bbf3c427725fd2b990f169f3792581ec,
,,,,REJECTED: KYC Failed,149.03,,913.16,validation,,NO,NO,,Stephen Ward,,NO_RECORD,,,,,,M22SMOJS,0x813389e2380a9b638316362b070c19bca9955689,
,,,,REJECTED: KYC Failed,128.88,,188.82999999999998,validation,,NO,NO,,Scott Bell,,NO_RECORD,,,,,,7Y6HI04S,0xc35a158bfc9957ec35229112741f64942abbb36b,
,,,,REJECTED: KYC Failed,119.92,,119.92,validation,,NO,NO,,Lisa Stewart,,NO_RECORD,,,,,,Q59TWRLG,0x664f7d7d8fa5764f4b78e5931613aaea385ce77d,
,,,,REJECTED: KYC Failed,119.92,,119.92,validation,,NO,NO,,Dennis Jackson,,NO_RECORD,,,,,,DMDT7SNV,0xab8ae0c9c2bcfcd1a1d2c470726590abdc7b42b2,
,,,,REJECTED: KYC Failed,103.39,,103.39,validation,,NO,NO,,Julie Jenkins,,NO_RECORD,,,,,,6KMNDSDD,0x3426886ae6468b24e157deed18c2b7903bac517b,
,,,,REJECTED: KYC Failed,69.8,,773.0999999999999,validation,,NO,NO,,Deborah Nguyen,,NO_RECORD,,,,,,SJTVFVB0,0x1faa993bad304b35f13dcee234392df2f3b90617,
,,,,REJECTED: KYC Failed,61.91,,1039.08,validation,,NO,NO,,Rebecca Morgan,,NO_RECORD,,,,,,RGBZX2ZV,0x338e51a7036a2d062c4348f191c49423131b8e19,
,,,,REJECTED: KYC Failed,59.95,,59.95,validation,,NO,NO,,Scott Bell,,NO_RECORD,,,,,,7Y6HI04S,0xc35a158bfc9957ec35229112741f64942abbb36b,
,,,,REJECTED: KYC Failed,58.07,,1166.1399999999999,validation,,NO,NO,,Carolyn Williams,,NO_RECORD,,,,,,2TJUI40V,0xc314a1b0300b7bb183fa4fa72327b992d7b4c803,
,,,,REJECTED: KYC Failed,48.2,,48.2,validation,,NO,NO,,Julia Moore,,NO_RECORD,,,,,,UWTXU6QO,0x1ef9abf4c32324319db56d3c97a2f2b675654f31,
,,,,REJECTED: KYC Failed,45.26,,45.26,validation,,NO,NO,,Amanda Fernandez,,NO_RECORD,,,,,,NPRNMY4U,0xb3e7c95cc76bd535b1369a9d48ffe8a8a4a3a6b7,
,,,,REJECTED: KYC Failed,43.73,,43.73,validation,,NO,NO,,Denise Owens,,NO_RECORD,,,,,,122TZVNB,0x28ce14913a41d6858cff2780bab2dac19ac53102,
,,,,REJECTED: KYC Failed,42.73,,42.73,validation,,NO,NO,,Maria Wallace,,NO_RECORD,,,,,,FQJB26BY,0xb3e6b4fa848d8c51f2a143379e76b27f5304455d,
,,,,REJECTED: KYC Failed,42.26,,42.26,validation,,NO,NO,,Jessica Martin,,NO_RECORD,,,,,,9AFFUUV5,0x05799cd6cebb2440a422ca35fc5ea0b9fbbd925a,
,,,,REJECTED: KYC Failed,42.18,,887.4499999999999,validation,,NO,NO,,Jennifer Mendoza,,NO_RECORD,,,,,,AMNKHZ1B,0x3db59b0ecfdccda46e37fca7df83f9f66f45f2c1,
,,,,REJECTED: KYC Failed,38.28,,38.28,validation,,NO,NO,,Patricia Simmons,,NO_RECORD,,,,,,GJ360Y0R,0x4aef4b40363280778215fedef79b1f52fc74cc68,
,,,,REJECTED: KYC Failed,36.96,,36.96,validation,,NO,NO,,Amy Reed,,NO_RECORD,,,,,,YFAU1TBD,0x73f8cd6698ad884f40e02888691e0096c62883e8,
,,,,REJECTED: KYC Failed,34.18,,34.18,validation,,NO,NO,,Christina Parker,,NO_RECORD,,,,,,W94BZF6D,0xe0538f86fe2ca2184330103e34d4de7daea201af,
,,,,REJECTED: KYC Failed,28.38,,131.77,validation,,NO,NO,,Julie Jenkins,,NO_RECORD,,,,,,6KMNDSDD,0x3426886ae6468b24e157deed18c2b7903bac517b,
,,,,REJECTED: KYC Failed,27.51,,27.51,validation,,NO,NO,,Willie Myers,,NO_RECORD,,,,,,W16RO41P,0xe28eb12c0381ce4f4b121a6c6816b448f569bbf9,
,,,,REJECTED: KYC Failed,27,,27,validation,,NO,NO,,Keith Vargas,,NO_RECORD,,,,,,HX1TJEQY,0xe5e7c4760c8ff66f4cfc648aad78ec321e41622f,
,,,,REJECTED: KYC Failed,20.04,,909.28,validation,,NO,NO,,Eugene Nelson,,NO_RECORD,,,,,,YDJM4G6H,0x718113be3ad96f60385ff9344640c73e25d25765,
,,,,REJECTED: KYC Failed,19.32,,19.32,validation,,NO,NO,,Raymond Tran,,NO_RECORD,,,,,,E0QIM197,0xe9cd7aa390c37c805be81281d2dbcc2f87a6b8a4,
,,,,REJECTED: KYC Failed,16.83,,16.83,validation,,NO,NO,,Diane Morales,,NO_RECORD,,,,,,NGX9HRGV,0x2f9aa73566c8e49df152e96c4fdf6405e02938a2,
,,,,REJECTED: KYC Failed,16,,608.48,validation,,NO,NO,,Jessica Hernandez,,NO_RECORD,,,,,,HOMDYJ6X,0x4fe076c393985d328c46384018b77ec09fadb831,
,,,,REJECTED: KYC Failed,14.14,,14.14,validation,,NO,NO,,Abigail Rogers,,NO_RECORD,,,,,,EWTKJQKB,0x7af1ee0eb41c03b1e8c9a97ab204c0518581c95e,
,,,,REJECTED: KYC Failed,10.73,,1783.66,validation,,NO,NO,,Charlotte Kelly,,NO_RECORD,,,,,,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,
,,,,REJECTED: KYC Failed,10.47,,10.47,validation,,NO,NO,,Brenda Cruz,,NO_RECORD,,,,,,CPE2M3BW,0x3214a9b9e68f3fc25f06df837bb5036fbcb9c60f,
145 Pine Place,,Detroit,NO_KYC_RECORD,,1581.03,2024-01-24,,merged,University,,,Andrea,,,,NOT_FOUND,White,Product Manager,555-4875,MI,92CTKVF0,0x007c0582ff9ab4d26e63667de01513dfb4833739,48201
864 Oak Lane,,Austin,VALID,,1569.91,2024-10-01,,merged,Construction Co,,,Sara,,,,PASSED,Coleman,Software Engineer,555-5254,TX,LFU0TPM0,0x036c512f46d765956869b2d40e8accf9ff9c8613,78701
159 Elm Boulevard,,Portland,NO_KYC_RECORD,,1947.9,2024-09-28,,merged,Airlines,,,Brittany,,,,NOT_FOUND,Hamilton,CEO,555-2936,OR,JPG2EBWF,0x05645b4fb088df89ea8e1312f7a3a10eeb785f6b,97201
415 Pine Lane,,Raleigh,NO_KYC_RECORD,,42.26,2024-05-05,,merged,Biotech Labs,,,Jessica,,,,NOT_FOUND,Martin,Engineer,555-5388,NC,9AFFUUV5,0x05799cd6cebb2440a422ca35fc5ea0b9fbbd925a,27601
415 Pine Lane,,Raleigh,NO_KYC_RECORD,,838.63,2024-06-17,,merged,Biotech Labs,,,Jessica,,,,NOT_FOUND,Martin,Engineer,555-5388,NC,9AFFUUV5,0x05799cd6cebb2440a422ca35fc5ea0b9fbbd925a,27601
816 Elm Circle,,Phoenix,NO_KYC_RECORD,,320.8,2024-04-11,,merged,Telecom Company,,,Aaron,,,,NOT_FOUND,Foster,Director,555-4072,AZ,NPUEXHGC,0x062be612223a13602911e0c645268933d7c2afad,85001
816 Elm Circle,,Phoenix,NO_KYC_RECORD,,680.57,2024-06-03,,merged,Telecom Company,,,Aaron,,,,NOT_FOUND,Foster,Director,555-4072,AZ,NPUEXHGC,0x062be612223a13602911e0c645268933d7c2afad,85001
898 Ash Court,,Honolulu,NO_KYC_RECORD,,327.77,2024-02-23,,merged,Media Productions,,,Madison,,,,NOT_FOUND,Hughes,Site Supervisor,555-3268,HI,VS0R6KCH,0x08a91a373f93252ed01e9aeeb76adf3fff5f09b3,96801
904 Willow Road,,San Diego,VALID,,334.09,2024-07-13,,merged,Investment Bank,,,William,,,,PASSED,Martinez,Operations Manager,555-6708,CA,H1TMJONR,0x093d614695a5f341982eafec2535a8cf5b968706,92101
903 Elm Circle,,Jacksonville,NO_KYC_RECORD,,1889.44,2024-02-29,,merged,Retail Giants,,,Grace,,,,NOT_FOUND,Howard,Producer,555-8412,FL,WYMUMPQ6,0x0c1ef388200d522bf1daa07b7811942465b48600,32201
593 Oak Circle,,Miami,NO_KYC_RECORD,,1622.9,2024-11-12,,merged,Gaming Studio,,,Donald,,,,NOT_FOUND,Sanchez,CPA,555-4116,FL,GUE158T6,0x0c3479ffedfce359043d0c52acfdbd734842db26,33101
500 Cedar Circle,,Houston,VALID,,1059.02,2024-02-24,,merged,Consulting Firm,,,Dennis,,,,PASSED,Campbell,Editor,555-5231,TX,BELZFATP,0x0eab408c7f6720241267bf93385746c0b09d8ab2,77001
500 Cedar Circle,,Houston,VALID,,208.77,2024-04-03,,merged,Consulting Firm,,,Dennis,,,,PASSED,Campbell,Editor,555-5231,TX,BELZFATP,0x0eab408c7f6720241267bf93385746c0b09d8ab2,77001
500 Cedar Circle,,Houston,VALID,,86.83,2024-05-16,,merged,Consulting Firm,,,Dennis,,,,PASSED,Campbell,Editor,555-5231,TX,BELZFATP,0x0eab408c7f6720241267bf93385746c0b09d8ab2,77001
